X,Y,Z
-1.23,-0.38,10.03
-1.25,-0.36,9.92
-1.22,-0.39,9.81
-1.11,-0.4,9.91
-1.09,-0.39,9.98
-1.06,-0.36,9.99
-1.13,-0.41,9.91
-1.14,-0.43,9.94
-1.2,-0.42,9.87
-1.25,-0.42,9.98
-1.25,-0.41,9.95
-1.18,-0.36,9.91
-1.16,-0.4,9.93
-1.13,-0.39,9.92
-1.13,-0.42,9.89
-1.2,-0.45,9.9
-1.12,-0.4,9.91
-1.17,-0.34,9.92
-1.11,-0.38,9.88
-1.16,-0.35,9.93
-1.16,-0.39,9.9
-1.15,-0.39,9.94
-1.11,-0.38,9.9
-1.14,-0.43,9.9
-1.06,-0.35,9.93
-1.05,-0.41,9.93
-1.04,-0.45,9.94
-1.15,-0.38,9.9
-1.16,-0.4,9.89
-1.22,-0.43,9.83
-1.26,-0.41,9.91
-1.16,-0.4,9.96
-1.13,-0.41,9.97
-1.09,-0.37,9.95
-1.11,-0.42,9.9
-1.12,-0.42,9.92
-1.12,-0.38,9.89
-1.11,-0.38,9.91
-1.14,-0.35,10.03
-1.17,-0.38,9.92
-1.2,-0.39,9.87
-1.18,-0.42,9.94
-1.19,-0.42,9.87
-1.17,-0.37,9.96
-1.07,-0.35,9.97
-1.02,-0.35,9.94
-1.04,-0.36,9.83
-1.19,-0.43,9.89
-1.2,-0.34,9.96
-1.26,-0.41,10.02
-1.19,-0.34,9.67
-1.14,-0.38,9.84
-1.04,-0.34,10.1
-1.11,-0.34,9.84
-1.15,-0.48,9.79
-1.23,-0.45,9.94
-1.21,-0.41,10.07
-1.11,-0.4,9.9
-1.01,-0.37,9.92
-1.01,-0.35,9.95
-1.02,-0.35,9.92
-1.05,-0.39,9.88
-1.08,-0.39,9.91
-1.09,-0.44,9.97
-1.17,-0.44,9.94
-1.13,-0.45,9.92
-1.1,-0.41,9.9
-1.14,-0.36,9.93
-1.11,-0.34,9.94
-1.12,-0.31,9.94
-1.17,-0.37,9.88
-1.21,-0.39,9.94
-1.22,-0.43,9.91
-1.17,-0.41,9.96
-1.06,-0.37,10.0
-0.9599999,-0.34,10.0
-0.9599999,-0.36,9.86
-1.01,-0.43,9.96
-1.04,-0.4,9.9
-1.18,-0.41,9.82
-1.22,-0.42,10.07
-1.19,-0.36,9.98
-1.08,-0.39,9.88
-0.9700001,-0.38,9.87
-1.01,-0.38,9.96
-1.04,-0.44,9.91
-1.11,-0.5,9.92
-1.15,-0.44,9.93
-1.18,-0.43,9.91
-1.12,-0.35,9.85
-1.1,-0.31,9.83
-1.13,-0.34,9.9
-1.13,-0.4,9.92
-1.16,-0.45,9.92
-1.15,-0.4,9.9
-1.16,-0.36,9.9
-1.1,-0.37,9.91
-1.08,-0.38,9.9
-1.15,-0.37,9.9
-1.07,-0.39,9.9
-1.02,-0.39,9.97
-1.09,-0.37,9.91
-1.07,-0.41,9.95
-1.13,-0.4,9.94
-1.09,-0.42,9.94
-1.11,-0.42,9.87
-1.15,-0.37,9.9
-1.07,-0.39,9.9
-1.09,-0.37,9.9
-1.15,-0.39,9.91
-1.16,-0.47,9.97
-1.19,-0.43,9.93
-1.14,-0.4,9.9
-1.09,-0.36,9.87
-1.09,-0.38,9.9
-1.08,-0.35,9.94
-1.12,-0.41,9.9
-1.15,-0.42,9.91
-1.19,-0.46,9.94
-1.06,-0.41,10.04
-1.06,-0.4,9.94
-1.04,-0.37,9.9
-1.09,-0.34,9.87
-1.12,-0.37,9.94
-1.2,-0.37,9.85
-1.18,-0.46,9.93
-1.17,-0.4,9.99
-1.1,-0.4,9.95
-1.02,-0.36,9.81
-1.02,-0.34,9.91
-1.12,-0.38,9.96
-1.14,-0.42,9.91
-1.13,-0.37,9.73
-1.18,-0.44,10.09
-1.05,-0.34,10.17
-1.1,-0.35,9.87
-1.1,-0.39,9.78
-1.13,-0.37,9.95
-1.06,-0.44,9.91
-1.09,-0.44,9.86
-1.09,-0.42,9.9
-1.09,-0.36,9.93
-1.06,-0.42,9.93
-1.05,-0.44,9.95
-1.01,-0.43,9.98
-0.98,-0.4,9.95
-1.03,-0.38,10.03
-1.04,-0.41,9.9
-1.17,-0.41,9.9
-1.27,-0.42,9.87
-1.28,-0.42,9.98
-1.28,-0.36,9.94
-1.08,-0.35,9.95
-1.07,-0.35,9.94
-1.03,-0.35,9.89
-1.02,-0.37,9.94
-1.02,-0.36,9.92
-1.07,-0.38,9.86
-1.08,-0.38,9.86
-1.1,-0.41,10.05
-1.1,-0.39,9.85
-1.12,-0.37,9.91
-1.17,-0.36,10.01
-1.21,-0.39,9.98
-1.08,-0.41,9.83
-1.06,-0.37,9.85
-0.99,-0.39,9.93
-0.99,-0.36,9.94
-1.08,-0.46,9.95
-1.1,-0.46,9.92
-1.16,-0.41,9.94
-1.1,-0.43,9.95
-1.16,-0.42,9.86
-1.13,-0.35,9.88
-1.09,-0.34,9.96
-1.13,-0.35,9.92
-1.18,-0.43,9.96
-1.15,-0.4,9.93
-1.14,-0.44,9.91
-1.19,-0.38,9.91
-1.13,-0.34,9.87
-1.17,-0.38,9.91
-1.12,-0.37,9.99
-1.09,-0.36,10.0
-1.04,-0.34,9.93
-1.09,-0.35,9.9
-1.12,-0.35,9.9
-1.16,-0.42,9.9
-1.19,-0.4,9.9
-1.18,-0.38,9.96
-1.14,-0.36,9.95
-1.09,-0.39,9.91
-1.11,-0.4,9.91
-1.1,-0.41,9.9
-1.11,-0.41,9.9
-1.13,-0.39,9.95
-1.11,-0.4,9.92
-1.13,-0.39,9.89
-1.08,-0.37,9.92
-1.15,-0.41,9.93
-1.12,-0.37,9.96
-1.18,-0.37,9.9
-1.19,-0.39,9.92
-1.13,-0.39,9.92
-1.16,-0.33,9.86
-1.16,-0.38,9.91
-1.15,-0.34,9.97
-1.15,-0.42,9.92
-1.06,-0.37,9.9
-1.08,-0.35,9.93
-1.12,-0.36,10.01
-1.12,-0.45,9.95
-1.16,-0.3,9.66
-1.25,-0.39,10.04
-1.18,-0.35,10.11
-1.14,-0.34,9.81
-1.13,-0.44,9.76
-1.16,-0.41,9.94
-1.18,-0.35,10.02
-1.13,-0.35,9.88
-1.12,-0.32,9.95
-1.08,-0.34,9.98
-1.06,-0.37,9.97
-1.02,-0.43,9.89
-1.07,-0.37,9.95
-1.13,-0.36,9.9
-1.12,-0.44,9.9
-1.14,-0.38,9.91
-1.16,-0.36,9.9
-1.18,-0.39,9.9
-1.21,-0.41,9.98
-1.15,-0.35,9.92
-1.14,-0.38,9.88
-1.14,-0.37,9.93
-1.12,-0.34,9.95
-1.17,-0.41,9.95
-1.14,-0.41,9.95
-1.05,-0.4,9.86
-1.04,-0.35,9.87
-1.09,-0.39,9.93
-1.15,-0.35,9.81
-1.18,-0.35,9.84
-1.17,-0.36,10.01
-1.14,-0.4,9.96
-1.02,-0.42,9.93
-1.02,-0.37,9.89
-1.02,-0.4,9.96
-1.1,-0.4,9.95
-1.19,-0.4,9.93
-1.25,-0.34,9.9
-1.24,-0.34,9.94
-1.25,-0.41,9.89
-1.27,-0.37,9.85
-1.23,-0.37,9.87
-1.12,-0.37,9.88
-1.12,-0.34,9.85
-1.14,-0.35,9.87
-1.17,-0.37,9.9
-1.2,-0.41,9.93
-1.13,-0.4,9.9
-1.13,-0.43,9.92
-1.11,-0.33,9.93
-1.08,-0.35,9.93
-1.08,-0.35,9.93
-1.15,-0.35,9.86
-1.2,-0.42,9.91
-1.19,-0.4,9.92
-1.2,-0.36,9.91
-1.17,-0.34,9.91
-1.16,-0.41,9.89
-1.21,-0.38,9.95
-1.13,-0.39,9.9
-1.11,-0.41,9.91
-1.12,-0.39,9.95
-1.1,-0.36,9.97
-1.17,-0.37,9.97
-1.22,-0.37,9.87
-1.29,-0.42,9.9
-1.25,-0.41,9.92
-1.19,-0.41,9.87
-1.17,-0.43,9.9
-1.08,-0.33,9.94
-1.06,-0.37,9.94
-1.1,-0.35,9.85
-1.04,-0.4,9.9
-1.19,-0.38,9.91
-1.21,-0.4,9.97
-1.16,-0.39,9.75
-1.15,-0.41,9.89
-1.15,-0.4,10.23
-1.08,-0.29,9.93
-1.15,-0.4,9.72
-1.11,-0.4,9.94
-1.21,-0.38,9.97
-1.18,-0.46,9.9
-1.14,-0.4,9.93
-1.14,-0.35,9.93
-1.13,-0.36,9.92
-1.1,-0.36,9.94
-1.07,-0.35,9.99
-1.06,-0.4,10.06
-1.14,-0.41,9.94
-1.13,-0.4,9.89
-1.08,-0.42,9.9
-1.12,-0.45,9.83
-1.18,-0.38,9.97
-1.11,-0.32,9.91
-1.14,-0.38,9.87
-1.2,-0.38,9.88
-1.2,-0.35,9.94
-1.22,-0.41,9.96
-1.16,-0.41,10.02
-1.05,-0.38,9.89
-1.04,-0.37,9.72
-1.02,-0.39,9.97
-1.05,-0.39,9.9
-1.15,-0.37,9.78
-1.21,-0.42,9.95
-1.24,-0.36,9.99
-1.19,-0.37,9.96
-1.05,-0.4,9.96
-1.01,-0.4,9.97
-1.01,-0.41,9.87
-1.01,-0.4,9.88
-1.17,-0.38,9.93
-1.14,-0.47,9.93
-1.15,-0.4,9.93
-1.13,-0.41,9.91
-1.07,-0.36,9.89
-1.07,-0.32,9.87
-1.11,-0.42,9.9
-1.22,-0.37,9.95
-1.24,-0.43,9.96
-1.19,-0.41,9.92
-1.12,-0.4,9.91
-1.09,-0.37,9.91
-1.03,-0.34,9.95
-1.02,-0.34,9.95
-1.06,-0.4,9.95
-1.1,-0.42,9.97
-1.21,-0.39,9.86
-1.14,-0.46,9.88
-1.14,-0.38,9.87
-1.16,-0.34,9.93
-1.11,-0.38,9.84
-1.12,-0.35,9.9
-1.19,-0.42,9.9
-1.11,-0.42,9.91
-1.13,-0.41,9.96
-1.11,-0.36,9.95
-1.12,-0.42,9.96
-1.08,-0.41,9.97
-1.11,-0.37,9.9
-1.13,-0.4,9.9
-1.16,-0.43,9.87
-1.15,-0.38,9.86
-1.2,-0.37,9.98
-1.16,-0.41,9.97
-1.1,-0.42,9.9
-1.03,-0.39,9.92
-0.99,-0.37,9.91
-1.03,-0.41,9.86
-1.15,-0.39,9.9
-1.19,-0.41,9.95
-1.21,-0.41,9.79
-1.21,-0.34,9.78
-1.09,-0.39,10.15
-1.0,-0.34,9.99
-0.99,-0.34,9.76
-1.09,-0.42,9.83
-1.15,-0.38,9.93
-1.19,-0.45,9.89
-1.17,-0.43,9.91
-1.14,-0.36,9.95
-1.09,-0.41,10.04
-1.08,-0.41,9.94
-1.0,-0.35,9.9
-0.9599999,-0.39,9.93
-1.02,-0.4,9.88
-1.03,-0.36,9.9
